"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1467640","GSM1965368: single EC derived from H1 hESC [EC_Batch2.113]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194716","","205.95","1","6915349","352682799","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467639","GSM1965367: single EC derived from H1 hESC [EC_Batch2.112]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194717","","253.35","1","8597485","438471735","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467638","GSM1965366: single EC derived from H1 hESC [EC_Batch2.111]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194718","","222.31","1","7612117","388217967","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467637","GSM1965365: single EC derived from H1 hESC [EC_Batch2.108]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194719","","399.74","1","13357446","681229746","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467636","GSM1965364: single EC derived from H1 hESC [EC_Batch2.107]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194724","","376.69","1","12705307","647970657","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467635","GSM1965363: single EC derived from H1 hESC [EC_Batch2.106]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194720","","270.28","1","8754615","446485365","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467634","GSM1965362: single EC derived from H1 hESC [EC_Batch2.105]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194721","","352.09","1","11919942","607917042","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467633","GSM1965361: single EC derived from H1 hESC [EC_Batch2.104]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194722","","236.29","1","7961971","406060521","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467632","GSM1965360: single EC derived from H1 hESC [EC_Batch2.103]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194723","","323.64","1","11039501","563014551","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467631","GSM1965359: single EC derived from H1 hESC [EC_Batch2.102]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194725","","264.32","1","8917952","454815552","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467630","GSM1965358: single EC derived from H1 hESC [EC_Batch2.101]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194726","","150.42","1","5011769","255600219","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467629","GSM1965357: single EC derived from H1 hESC [EC_Batch2.098]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194727","","314.54","1","10308487","525732837","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467628","GSM1965356: single EC derived from H1 hESC [EC_Batch2.097]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194728","","362.69","1","12421722","633507822","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467627","GSM1965355: single EC derived from H1 hESC [EC_Batch2.096]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194732","","347.63","1","11692652","596325252","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467626","GSM1965354: single EC derived from H1 hESC [EC_Batch2.095]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194729","","303.98","1","9439184","481398384","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467625","GSM1965353: single EC derived from H1 hESC [EC_Batch2.092]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194730","","251.15","1","7836616","399667416","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467624","GSM1965352: single EC derived from H1 hESC [EC_Batch2.091]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194731","","328.52","1","11191860","570784860","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467623","GSM1965351: single EC derived from H1 hESC [EC_Batch2.090]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194733","","299.4","1","9866828","503208228","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467622","GSM1965350: single EC derived from H1 hESC [EC_Batch2.088]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194734","","257.14","1","8742217","445853067","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467621","GSM1965349: single EC derived from H1 hESC [EC_Batch2.087]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194735","","233.61","1","7957276","405821076","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467620","GSM1965348: single EC derived from H1 hESC [EC_Batch2.086]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194736","","298.29","1","10152492","517777092","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467619","GSM1965347: single EC derived from H1 hESC [EC_Batch2.085]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194737","","320.62","1","10915445","556687695","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467618","GSM1965346: single EC derived from H1 hESC [EC_Batch2.083]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194740","","179.2","1","5753243","293415393","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467617","GSM1965345: single EC derived from H1 hESC [EC_Batch2.081]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194738","","198.42","1","6673344","340340544","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467616","GSM1965344: single EC derived from H1 hESC [EC_Batch2.080]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194739","","166.64","1","5411808","276002208","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467615","GSM1965343: single EC derived from H1 hESC [EC_Batch2.079]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194741","","199.61","1","5976817","304817667","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467614","GSM1965342: single EC derived from H1 hESC [EC_Batch2.078]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194744","","186.99","1","5361363","273429513","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467613","GSM1965341: single EC derived from H1 hESC [EC_Batch2.077]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194742","","167.64","1","5451994","278051694","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467612","GSM1965340: single EC derived from H1 hESC [EC_Batch2.076]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194743","","152.26","1","4345721","221631771","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467611","GSM1965339: single EC derived from H1 hESC [EC_Batch2.075]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194745","","130.8","1","4399244","224361444","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467610","GSM1965338: single EC derived from H1 hESC [EC_Batch2.074]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194746","","206.47","1","5976514","304802214","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467609","GSM1965337: single EC derived from H1 hESC [EC_Batch2.073]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194747","","201.72","1","6276624","320107824","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467608","GSM1965336: single EC derived from H1 hESC [EC_Batch2.072]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194749","","453.17","1","14038931","715985481","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467607","GSM1965335: single EC derived from H1 hESC [EC_Batch1.071]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194748","","423.56","1","13030903","664576053","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467606","GSM1965334: single EC derived from H1 hESC [EC_Batch1.070]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194750","","366.52","1","11195422","570966522","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467605","GSM1965333: single EC derived from H1 hESC [EC_Batch1.069]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194751","","385.22","1","11970048","610472448","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467604","GSM1965332: single EC derived from H1 hESC [EC_Batch1.068]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194752","","369.39","1","11307015","576657765","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467603","GSM1965331: single EC derived from H1 hESC [EC_Batch1.067]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194753","","427.06","1","13182975","672331725","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467602","GSM1965330: single EC derived from H1 hESC [EC_Batch1.066]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194754","","295.52","1","9158300","467073300","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467601","GSM1965329: single EC derived from H1 hESC [EC_Batch1.065]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194755","","505.02","1","15838816","807779616","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467600","GSM1965328: single EC derived from H1 hESC [EC_Batch1.064]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194756","","362.79","1","11377962","580276062","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467599","GSM1965327: single EC derived from H1 hESC [EC_Batch1.063]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194757","","486.53","1","15324487","781548837","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467597","GSM1965326: single EC derived from H1 hESC [EC_Batch1.062]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194759","","381.37","1","11526518","587852418","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467596","GSM1965325: single EC derived from H1 hESC [EC_Batch1.061]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194760","","482.56","1","15150691","772685241","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467595","GSM1965324: single EC derived from H1 hESC [EC_Batch1.060]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193298","","304.85","1","9368296","477783096","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467594","GSM1965323: single EC derived from H1 hESC [EC_Batch1.059]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194761","","411.64","1","12671004","646221204","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467593","GSM1965322: single EC derived from H1 hESC [EC_Batch1.058]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194762","","351.1","1","10779006","549729306","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467592","GSM1965321: single EC derived from H1 hESC [EC_Batch1.057]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194763","","448.96","1","13922450","710044950","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467591","GSM1965320: single EC derived from H1 hESC [EC_Batch1.056]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194764","","352.14","1","10834044","552536244","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467590","GSM1965319: single EC derived from H1 hESC [EC_Batch1.055]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194766","","391.9","1","12109673","617593323","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467589","GSM1965318: single EC derived from H1 hESC [EC_Batch1.054]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194765","","421.17","1","13211409","673781859","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467588","GSM1965317: single EC derived from H1 hESC [EC_Batch1.053]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194768","","408.29","1","12766199","651076149","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467587","GSM1965316: single EC derived from H1 hESC [EC_Batch1.052]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194767","","237.13","1","7082041","361184091","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467586","GSM1965315: single EC derived from H1 hESC [EC_Batch1.051]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194769","","380.66","1","11987432","611359032","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467585","GSM1965314: single EC derived from H1 hESC [EC_Batch1.050]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194770","","425.39","1","12964401","661184451","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467584","GSM1965313: single EC derived from H1 hESC [EC_Batch1.049]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194772","","402.63","1","12623911","643819461","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467583","GSM1965312: single EC derived from H1 hESC [EC_Batch1.048]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194771","","387.14","1","11938644","608870844","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467582","GSM1965311: single EC derived from H1 hESC [EC_Batch1.047]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194777","","425.1","1","13091057","667643907","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467581","GSM1965310: single EC derived from H1 hESC [EC_Batch1.046]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194773","","435.33","1","13389834","682881534","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467580","GSM1965309: single EC derived from H1 hESC [EC_Batch1.044]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194775","","410.12","1","12592106","642197406","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467579","GSM1965308: single EC derived from H1 hESC [EC_Batch1.043]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194774","","366.84","1","11272697","574907547","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467578","GSM1965307: single EC derived from H1 hESC [EC_Batch1.042]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194776","","273.09","1","8527072","434880672","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467577","GSM1965306: single EC derived from H1 hESC [EC_Batch1.040]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194779","","319.27","1","9962684","508096884","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467576","GSM1965305: single EC derived from H1 hESC [EC_Batch1.038]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194778","","380.21","1","11918479","607842429","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467575","GSM1965304: single EC derived from H1 hESC [EC_Batch1.037]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194780","","253.28","1","7984709","407220159","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467574","GSM1965303: single EC derived from H1 hESC [EC_Batch1.036]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194782","","67.33","1","2102242","107214342","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467573","GSM1965302: single EC derived from H1 hESC [EC_Batch1.034]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193297","","440.44","1","13632842","695274942","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467572","GSM1965301: single EC derived from H1 hESC [EC_Batch1.033]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194781","","617.83","1","20080255","1024093005","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467571","GSM1965300: single EC derived from H1 hESC [EC_Batch1.032]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194783","","383.45","1","12239873","624233523","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467570","GSM1965299: single EC derived from H1 hESC [EC_Batch1.031]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194785","","510.51","1","16464138","839671038","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467569","GSM1965298: single EC derived from H1 hESC [EC_Batch1.030]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194784","","352.96","1","11507112","586862712","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467568","GSM1965297: single EC derived from H1 hESC [EC_Batch1.028]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194786","","293.22","1","9534792","486274392","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467567","GSM1965296: single EC derived from H1 hESC [EC_Batch1.027]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194787","","361.47","1","11788521","601214571","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467566","GSM1965295: single EC derived from H1 hESC [EC_Batch1.026]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194788","","355.78","1","11081873","565175523","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1467565","GSM1965294: single EC derived from H1 hESC [EC_Batch1.023]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1194789","","359.62","1","10629468","542102868","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
